cin,company_name,status,authorized_capital,paidup_capital,class
U63030MH2012PTC236207,METALOGIX TRANSPORT PRIVATE LIMITED,Active,2000000.00,2000000.00,Private
U45201DL2005PTC135018,MARK BUILDTECH PRIVATE LIMITED,Active,100000000,20000000,Private
U51909GJ2019PTC109726,TDU IMPEX PRIVATE LIMITED,Active,100000.00,100000.00,Private
U62011TZ2024PTC032112,YOBITEL AI SOLUTIONS PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U74140DL2014PTC270926,DEM PHARMACEUTICALS PRIVATE LIMITED,Active,100000,100000,Private
U29299MH1997PTC108209,SCATTER ENGINEERING PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U78300KA2025PTC198181,EARTHTREE HR SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72100DL2013PTC251474,VNP INFOTECH PRIVATE LIMITED,Strike Off,100000,100000,Private
U31300MH1990PTC056775,OMKAR CABLES PRIVATE LIMITED,Strike Off,300000.00,0.00,Private
U52600MH2018PTC307610,JUST CONNECT MARKETING PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U74999MH2018PTC317442,ELESHIA STYLES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U10710DL2024PTC427482,NUN KUN RETAIL PRIVATE LIMITED,Active,100000,100000,Private
U72900DL2023PTC409628,GADIN GLOBAL SERVICES PRIVATE LIMITED,Active,100000,100000,Private
U74900MH2010FTC198821,DGP INTELSIUS COLD CHAIN PRIVATE LIMITED,Active,100000.00,100000.00,Private
U61209DL2025PTC447342,UNIFON SOLUTIONS PRIVATE LIMITED,Active,100000,100000,Private
U74999MH2019PTC332076,8 HOUR HR CONSULTANTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U73100TN2023PTC160551,ADZEN DIGITAL PRIVATE LIMITED,Active,1500000.00,200000.00,Private
U18101DL2011PTC216646,ETERNAL FASHIONS PRIVATE LIMITED,Active,2000000,100000,Private
U74999TN2015PTC099133,SOWBAGYA LASHMI CHIT FUND PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U74999KA2018PTC110546,NAGARATHNA PB PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U63040KA2010PTC052622,YES YES TRANSCARGO LOGISTICS INDIA PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U40300TN2012PTC088508,FIRST RENEWABLES INDIA PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999DL2015PTC285636,DILIGENT TYPESETTER INDIA PRIVATE LIMITED,Active,100000,100000,Private
U93000KA2012PTC064695,VPS BRANDS MARKETING CONSULTANCY SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74899DL1995PTC072251,VIG GRAPHICS PRIVATE LIMITED,Active,1600000,1560000,Private
U74999GJ2021PTC125643,SPYKING GAMING PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45200MH2008PTC178745,PANACHE REAL ESTATE PRIVATE LIMITED,Strike Off,500000.00,0.00,Private
U47510TN2023PTC162464,AUSTIN WILLS PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U62099DL2025PTC442250,SASTATECHH TECHNOLOGIES PRIVATE LIMITED,Active,1000000,1000000,Private
U45200MH2008PTC179272,AMARIS DIAMONDS & JEWELS PRIVATE LIMITED,Active,150100000.00,100000.00,Private
U74899DL1980PTC010632,AKHIL CHIT AND FINANCE PVT LTD,Strike Off,1000000,650000,Private
U15137TN2010PTC074661,MAYEE AGRO FOOD PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U13100KA2008PTC048278,UPKAR MINERAL ORES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U45201MH2012PTC234683,MEGASTRUCTURE REALTY PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U22300MH2010PTC204117,HAL LEONARD FURTADOS (INDIA) PRIVATE LIMITED,Active,20000000.00,2000000.00,Private
U74999GJ2016OPC091919,IS ASSOCIATES (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U25209KA2022PTC160064,SIDMA POLYMERS PRIVATE LIMITED,Active,20000000.00,17200000.00,Private
U72200DL2010PTC209538,PRIMO IT DEVELOPERS PRIVATE LIMITED,Strike Off,100000,100000,Private
U21014DL2007PTC158412,MASCOT PACKAGING PRIVATE LIMITED,Active,50000000,5600000,Private
U52609DL2020PTC362541,SYNERGIFIC COSMETICS PRIVATE LIMITED,Active,1000000,1000000,Private
U70200MH2024FTC436075,INFOTECHTION OPERATIONS INDIA PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U25199GJ2015PTC085423,RED ROTOPACK PRIVATE LIMITED,Amalgamated,7500000.00,7500000.00,Private
U15400MH2010PTC198418,BPL NUTRALIFE PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U15410TZ2014PTC020551,BATLEYS NUTRIMENTS INDIA PRIVATE LIMITED,Active,2500000.00,100000.00,Private
U15400KA2010PTC053580,ZENON FOOD INDIA PRIVATE LIMITED,Strike Off,1000000.00,1000000.00,Private
U72900MH1989PTC051626,NEW ERA OFFICE PRODUCTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U52599MH2007PTC168590,HANNOVER MILANO FAIRS INDIA PRIVATE LIMITED,Active,596150000.00,536240820.00,Private
U72900MH2000PTC127086,WHIZ PORTALS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U70100MH1994PTC081438,GILLO BUILDERS AND DEVELOPERS PRIVATE LIMITED,Converted to LLP,3200000.00,100000.00,Private
U72501KA1995PTC017449,ADVANTECH COMPUSERV PRIVATE LIMITED,Strike Off,1000000.00,200.00,Private
U34100DL2008PTC174817,RAJIV SYNDICATE AUTOZONE PRIVATE LIMITED,Active,2500000,100000,Private
U70109DL2006PTC149467,VAIBHAV INFRABUILD PRIVATE LIMITED.,Strike Off,100000,100000,Private
U52220GJ2023PTC143073,SHREE VARAHI SHIPPING PRIVATE LIMITED,Active,10000.00,10000.00,Private
U62010KA2024PTC194231,CYSIGIL NETWORK PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U99999MH1969PTC014178,DARABSHAW B.CURSETJEE'S SONS (BOMBAY) PRIVATE LIMITED,Active,60500000.00,39800000.00,Private
U00300KA1988PTC009380,GOMTI CARBON-DI-OXIDE PRIVATE LIMITED,Strike Off,2500000.00,2000.00,Private
U74999TN2018PTC124169,ENPLAN SYSTEMS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U15490DL2013PTC247411,A.K. BEHERA BEVERAGES PRIVATE LIMITED,Strike Off,1000000,100000,Private
U02511TZ1991PTC003366,FINE TYRES PRIVATE LIMITED,Active,1500000.00,1375000.00,Private
U70200KA2024PTC193791,NUMATIC BUSINESS SOLUTIONS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74999TN2012PTC087643,GM CONCRETE ENGINEERING PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U74999PN2017PTC172053,MAXVET LIFE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U85110KA1986PTC008038,KEMS SECURITIES PRIVATE LIMITED,Active,10000000.00,4964000.00,Private
U52603TN2009PTC071558,BHERAV MOBILES & ACCESSORIES PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U99999MH1933PTC002014,THE MATRUBHUMI PROVIDENT FUNDS SOCIETY LIMITED,Inactive for e-filing,0.00,0.00,Public
U70101DL2013PTC254538,NILAYA INFRA PRIVATE LIMITED,Active,100000000,93814000,Private
U85300MH2021NPL355738,JAINEXT ASSOCIATION,Active,0.00,0.00,Private
U74900KA2011PTC057284,OPENARC SYSTEMS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72200KA2022PTC162822,VOLT INFOTECH PRIVATE LIMITED,Active,100000.00,100000.00,Private
U47711MH2024PTC426538,K.RAJKUMAR GLOBAL ENTERPRISES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72200KA2012PTC067162,RDR DATA SOLUTIONS PRIVATE LIMITED,Strike Off,500000.00,100000.00,Private
U34300TZ2018PTC031299,JADAYU ELECTROMOTIVE PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U65993DL1982PLC014422,YOUNG FRIENDS LOANS AND INVESTMENTS (INDIA) LIMITED,Strike Off,1000000,8000,Public
U20123PN2025PLC238561,AEROTECH INDUSTRIES LIMITED,Active,1000000.00,100000.00,Public
U62013KA2024PTC194247,ELIGURU IT CONSULTING PRIVATE LIMITED,Active,1000000.00,50000.00,Private
U99999MH1954PTC009402,JANALAXMI PVT LTD,Strike Off,100000.00,0.00,Private
U74999GJ2022PTC134677,CANADALINX TODAY IMMIGRATION PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45400DL2012PTC244982,NOVO INFRA SYSTEMS PRIVATE LIMITED,Strike Off,200000,100000,Private
U72900GJ2018PTC102345,FORTUTECH IMS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U65991TN1986PTC013147,MADURAI SRI RAJESHWARI CHIT FUNDS PRIVATE LIMITED,Active,1600000.00,1600000.00,Private
U70100MH2003PTC059319,FIVE STAR HOUSING PRIVATE LIMITED,Strike Off,1000000.00,25000.00,Private
U88900DL2024NPL429717,KUTEER FOUNDATION,Active,100000,10000,Private
U70200DL2012PTC242314,SURAJ REALTORS INDIA PRIVATE LIMITED,Strike Off,1000000,100000,Private
U17111GJ2004PTC043826,G S SILK MILLS PRIVATE LIMITED,Active,5000000.00,2832000.00,Private
U63030DL2021PTC391366,CURVE TOURS AND TRAVEL PRIVATE LIMITED,Active,100000,100000,Private
U70109DL2006PTC150134,VPN PROPERTIES PRIVATE LIMITED,Active,100000,100000,Private
U18109KA2014PTC077532,JACK OF ALL THREADS PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U45309MH2022PTC395498,CHAKSHU ELECTRICALS AND CONSTRUCTION PRIVATE LIMITED,Active,500000.00,50000.00,Private
U72900TN2018OPC120487,EGS SYSTEMS (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U74999MH2018PTC308175,NISCIT TECH PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U15412DL1993PTC052711,RAJDHANI FOODS PRIVATE LIMITED,Strike Off,500000,15000,Private
U55101KA2022PTC162441,BAAV HOSPITALITY PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U51909KA2006PTC038220,DBR'S TRADE INDIA PRIVATE LIMITED,Active,5000000.00,200000.00,Private
U70109DL2012PTC242637,AESTHETIC FARMS AND RESORTS PRIVATE LIMITED,Dormant under section 455,100000,100000,Private
U46304MH2024PTC417534,BRAVEEDGE MARKETING PRIVATE LIMITED,Active,40000000.00,39964980.00,Private
U67100DL2021PTC380880,GROW INDIA INVESTO PRIVATE LIMITED,Active,500000,100000,Private
U53100GJ2023PTC143046,PARCEL2ZIP LOGISTICS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909DL2007PTC163295,UNTAK MARKETING PRIVATE LIMITED,Active,500000,100000,Private
U74900PN2020PTC190443,WEZHUPP DIGITAL PRIVATE LIMITED,Active,100000.00,10000.00,Private
U40100KA2019PTC124624,MAHINANDI GREEN ENERGY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U29299PN2020PTC193115,CPC PRECIPARTS PRIVATE LIMITED,Active,30000000.00,15000000.00,Private
U24248DL2002PTC114664,OMANAND DHOOP AGARBATI WORKS PRIVATE LIMITED,Strike Off,100000,100000,Private
U65992DL1986PTC025081,SHREE SHYAM JI CHIT FUND PRIVATE LIMITED,Strike Off,100000,2000,Private
U47711DL2025PTC443019,DRIP AURA PRIVATE LIMITED,Active,1000000,100000,Private
U51909TN2019PTC130408,SARVESWARAS ENTERPRISES PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U74999DL2018PTC336700,KINSENERGY SERVICES PRIVATE LIMITED,Active,100000,100000,Private
U74999KA2022PTC161347,MWIN SERVICES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U37200TN2018PTC122817,UYIRI ENERGY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45400DL2015PTC277177,TPS INFRASERVICES PRIVATE LIMITED,Active,100000,100000,Private
U01110TZ2022PTC039726,YMX INDIA ORGANIC FARM PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U46900MH2012PTC235142,TRANSCREEK CHEMICALS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01611MH2024PTC419710,GRAMANSH FARMER PRODUCER COMPANY LIMITED,Active,500000.00,500000.00,Private
U01120MH1989PTC052893,MANMOHAK FARM PRODUCTS PRIVATE LIMITED,Strike Off,10000000.00,2100000.00,Private
U72900DL2017PTC319714,IRASYS SOFTTECH PRIVATE LIMITED,Active,100000,20000,Private
U67120KA2010PTC056333,CHAMPION SUPERIOR CAPITAL SOLUTIONS PRIVATE LIMITED,Active,100000000.00,42331690.00,Private
U01400MH2020PTC345022,VISHAL VALLEY FARMER PRODUCER COMPANY LIMITED,Active,500000.00,500000.00,Private
U31908DL2007PTC159346,AKITA ELECTRONICS PRIVATE LIMITED,Amalgamated,600000,322420,Private
U86905TN2023PTC162231,ANTHEM DIAGNOSTICS PRIVATE LIMITED,Active,1500000.00,100000.00,Private
U74110DL2012PTC230877,DBTP CLOTHING PRIVATE LIMITED,Active,100000,100000,Private
U92410KA2021PTC152888,SOLL SPORTS APPARELS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U71200KA2023PTC182268,VISHVESHWARIAH SPECTRO METALLURGICAL LABORATORY PRIVATE LIMITED,Active,1000000.00,0.00,Private
U52290DL2024PTC432866,NEXT SHIPPING LINE PRIVATE LIMITED,Active,100000,100000,Private
U51909TZ2021PTC037007,COMMERZNXT TECHNOLOGIES PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U66190MH2023PTC414731,STOCKBUZZ CAPITAL PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74110MH1994PTC080046,DYNOVO GLOBAL SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U45200MH1988PTC046009,MALKHARE BUILDERS AND DEVELOPERS PRIVATE LIMITED,Active,2500000.00,2281590.00,Private
U62099KA2023PTC176139,ALGOWYZE AI PRIVATE LIMITED,Active,500000.00,10000.00,Private
U92411GJ1982PTC005466,RAIKHAD GYMKHANA PVT LTD,Under process of striking off,0.00,0.00,Private
U85300KA2021PTC154309,VONEUSIRU HEALTHCARE PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U72400MH2012PTC230264,SILENT BELLS SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U27205TZ1991PTC003081,SHAN AND SON FANCY JEWELRY PRIVATE LIMITED,Strike Off,600000.00,20000.00,Private
U72200MH2001PLC130449,SAILEE INFOTECH LIMITED,Active,10000000.00,500000.00,Public
U63040MH2008PTC180985,SHORELINE LIFESTYLES PRIVATE LIMITED,Active,150000000.00,141710000.00,Private
U72900DL2012PTC238733,LOGIXON TECHNOLOGIES PRIVATE LIMITED,Active,100000,100000,Private
U52339GJ2011PTC066265,DHAVAL ENGITECH PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74999KA2016PTC095827,PV LINE POWER ONE PRIVATE LIMITED,Active,100000000.00,99000000.00,Private
U51900MH2006PTC158895,SUSUM TRADING PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74900TN2008PTC066686,DEVARAJ AGRO INDUSTRIES PRIVATE LIMITED,Active,100000000.00,76888160.00,Private
U70109GJ2021PTC123390,BHOOMI INFRASPACE PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72200DL2013PTC253709,SNR INFOCOM PRIVATE LIMITED,Strike Off,100000,100000,Private
U24110MH1999PTC118121,USHMA CHEMICALS PRIVATE LIMITED,Strike Off,5000000.00,0.00,Private
U65990MH2020PLN345143,PARIVAR KALYAN NIDHI LIMITED,Active,1000000.00,862470.00,Public
U24231DL1995PTC065668,LUCKY DRUGS (INDIA) PRIVATE LIMITED,Strike Off,500000,400,Private
U65992KA2004PTC034846,SHRI SADGURU CHITS (GOKAK) PRIVATE LIMITED,Strike Off,200000.00,100000.00,Private
U51395DL1995PTC068760,RANKA COMMUNICATIONS PRIVATE LIMITED,Strike Off,500000,200,Private
U63030DL2022PTC408246,R PAULS TRAVEL PRIVATE LIMITED,Active,100000,100000,Private
U25191GJ2021PTC123647,DUKE POLYPLAST PRIVATE LIMITED,Strike Off,49000000.00,45000000.00,Private
U65999PN2022PTC208782,GOLDEN TREASURY PRIVATE LIMITED,Active,100000.00,100000.00,Private
U17110GJ1999PTC035644,KAILASH COTTON PRIVATE LIMITED,Active,12500000.00,12400000.00,Private
U31109GJ1996PTC029607,IMPEL VALVE ENGINEERING PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999DL2017PTC314808,SOUMYA SUPPORT SOLUTIONS PRIVATE LIMITED,Active,100000,100000,Private
U51223TN2004PTC054286,ANU MARINE EXPORTS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U01122PN2013PTC146881,PRANAV KRUSHI INDIA PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U17121GJ2006PTC049424,PRABHU CREATIONS PRIVATE LIMITED,Active,10000000.00,100000.00,Private
U72900MH2020PTC343133,MEHRWERT INFOTECH PRIVATE LIMITED,Active,500000.00,100000.00,Private
U93090DL2019PTC356608,WAH CAR INNOVATIONS PRIVATE LIMITED,Active,100000,100000,Private
U63040DL2014PTC269669,GOOD TIMES CLUB PRIVATE LIMITED,Strike Off,100000,100000,Private
U74140DL2005PTC132552,KRISHNA INSTITUTE OF STRATEGY MANAGEMENT AND INFORMATION TECHNOLOGY P LTD,Strike Off,100000,100000,Private
U26900MH2007PTC176812,INSPIRA SOLAR ENERGY PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U72200TN2000PTC044752,WATTS HUMPHREY SOFTWARE QUALITY INSTITUT E PRIVATE LIMITED,Strike Off,2000000.00,100000.00,Private
U01110MH1981PTC025382,BHANDARI FARMS PRIVATE LIMITED,Strike Off,100000.00,0.00,Private
U36999MH2021PTC360686,CPG BROTHERS INDIA PRIVATE LIMITED,Active,500000.00,100000.00,Private
U72900TN2017PTC118094,RAWSOFT SPARK SOLUTIONS PRIVATE LIMITED,Strike Off,500000.00,500000.00,Private
U72900KA2021PTC149823,GIGAFIN TECHNOLOGIES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U68200MH2024PTC430771,TRIPLE TAURUS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51109DL2007PTC171303,ENEM AGENCIES PRIVATE LIMITED,Amalgamated,5000000,1737500,Private
U74999KA2016OPC094288,ARUBAH HEALTH SOLUTIONS PLUS (OPC) PRIVATE LIMITED,Strike Off,100000.00,100000.00,One Person Company
U72900PN2016PTC167114,SPINDLE INNOVATION LABS PRIVATE LIMITED,Converted to LLP,10000.00,10000.00,Private
U00095KA1946PTC000430,HINDUSTAN PICTURES PRIVATE LIMITED,Strike Off,400000.00,0.00,Private
U72900MH2019PTC325977,RYETEK SOLUTIONS PRIVATE LIMITED,Strike Off,100000.00,10000.00,Private
U25209MH1991PTC061822,SIMRAN PLAST PRIVATE LIMITED,Strike Off,1000000.00,0.00,Private
U29100PN2019PTC187345,PRAGMIC TECHNOMECH ENGINEERING PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74899DL1995PTC064158,SEH INVESTMENTS PRIVATE LIMITED,Active,32500000,31010000,Private
U28991TN1984PLC011196,LOYAL INDUSTRIAL GEARS LTD.,Active,5000000.00,500700.00,Public
U01100KA2021PTC148127,RAITA RATNA FARMERS PRODUCER COMPANY LIMITED,Active,1000000.00,100000.00,Private
U27202DL1985PLC020673,JADIA PIPES (INDIA) LTD,Active,50000000,32848000,Public
U34300KA1981PTC004116,MANGALA SUSPENSIONS PRIVATE LIMITED,Strike Off,100000.00,300.00,Private
U65991TN1990PTC019384,GURU TRADE CREDITS PRIVATE LIMITED,Strike Off,500000.00,94000.00,Private
U51100MH2018FTC314854,RBGT (INDIA) PRIVATE LIMITED,Active,1000000.00,105000.00,Private
U22220PN2012PTC145842,CREATIVE ALLAINCE AND VENTURE CORPORATION PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U70101TZ2007PTC013489,VADIVELAN HOLDINGS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999MH1988PTC048410,JEET LABLES PVT LTD.,Strike Off,500000.00,0.00,Private
U63090DL2007PLC157629,ISH TRAVEL & TOURS LIMITED,Active,160000000,130800000,Public
U27310KA2025PTC198406,OPTIKKA TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,50000.00,Private
U74300DL1994PTC060954,ANS VISIONS PRIVATE LIMITED,Strike Off,100000,200,Private
U15147MH2000PTC128419,PADMAVATI GINNING AND PRESSING PRIVATE LIMITED,Active,5000000.00,5000000.00,Private
U45201DL2004PTC125630,GAYATRI EDIFICE PRIVATE LIMITED,Strike Off,100000,100000,Private
U88900MH2024NPL431620,RAZA EMPOWERMENT FOUNDATION,Active,100000.00,10000.00,Private
U51909TZ2005PTC011515,KODISWARAN MARKETING KOVAI PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U72900KA2019PTC130606,INTELIBIM SOLUTIONS PRIVATE LIMITED,Active,1000000.00,100000.00,Private
U32301TN1988PTC015762,OASIS VIDEOTRONICS PVT LTD,Strike Off,1000000.00,0.00,Private
U72900DL2009PTC195463,NIYANTRA SOLUTIONS PRIVATE LIMITED,Strike Off,500000,100000,Private
U15400GJ2022PTC136418,AKRON EXPORTS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U72900TN2012PTC089148,CYSTER SYSTEMS PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U28998DL2009PTC188532,PUSHPAK STRUCTURES AND ENGINEERS PRIVATE LIMITED,Active,4900000,4095000,Private
U24233MH2014PTC254015,GK REMEDIES PRIVATE LIMITED,Active,1000000.00,300000.00,Private
U13999GJ2025PTC159921,NANDINI SAREE GHAR PRIVATE LIMITED,Active,100000.00,100000.00,Private
U74999KA2020PTC139190,HHUNAR E-COMMERCE SHOP PRIVATE LIMITED,Strike Off,300000.00,100000.00,Private
U18101TZ1998PTC008696,BURHANI GARMENTS PRIVATE LIMITED,Strike Off,1000000.00,120400.00,Private
U36100PN2015PTC157744,ELEGANT RAILINGS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U01611MH2023PTC398120,BHAUAGRO FARMER PRODUCER COMPANY LIMITED,Active,500000.00,100000.00,Private
U74900TN2015PTC099255,UNITED WAY MARKETING PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U74999TZ2009PLC014969,ERODE TEXTILES CLUSTER LIMITED,Strike Off,500000.00,500000.00,Public
U74140DL2015PTC280668,BHAROSA TECHNOSERVE PRIVATE LIMITED,Active,22500000,19588240,Private
U15143PN2004PTC019389,SHREE DATTA OIL AND PROTIENS PRIVATE LIMITED,Strike Off,1000000.00,102400.00,Private
U56100DL2024PTC435705,PSYXI RESTAURANTS PRIVATE LIMITED,Active,100000,100000,Private
U24230MH2004PTC144398,HEMKUND HERBAL PRIVATE LIMITED,Strike Off,200000.00,100000.00,Private
U15549GJ2012PTC072864,VINODCHANDRA BEVERAGES PRIVATE LIMITED,Active,100000.00,100000.00,Private
U23200MH1987PLC044075,SAVITA PETRO ADDITIVES LTD,Active,5000000.00,1500700.00,Public
U45202MH2019OPC325801,PR JADHAV BUILDCON AND MINING (OPC) PRIVATE LIMITED,Strike Off,500000.00,500000.00,One Person Company
U74140GJ2012PTC070403,BIHARILAL MAGANLAL BROKERS PRIVATE LIMITED,Active,500000.00,100000.00,Private
U58200KA2024PTC188807,AEGISNEURAL SOLUTIONS PRIVATE LIMITED,Active,1000000.00,50000.00,Private
U70102DL2013PTC257628,HINDUSTAN REALTORS PRIVATE LIMITED,Strike Off,100000,100000,Private
U13997GJ2024PTC147645,ARC DENIM PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51223DL1998PTC097382,DAVID AND COMPANY PRIVATE LIMITED,Active,500000,500000,Private
U74999KA2018OPC115158,SRIPRAVIRA HOSPITALITY & SERVICES (OPC) PRIVATE LIMITED,Active,5000000.00,5000000.00,One Person Company
U99999MH1972PTC015924,ADISONS PRECISION INSTRUMENTS MANUFACTURING COMPANY LIMITED,Inactive for e-filing,1500000.00,0.00,Public
U72100DL2001PTC111020,ATRIE TECHNOLOGY PVT LTD,Active,50000000,17030000,Private
U65999TN2018PLC121723,DHASON NIDHI LIMITED,Active,1500000.00,1019160.00,Public
U72200GJ2022PTC132868,JAGANAUTS IT SOLUTIONS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U51909DL2005PTC135773,SUNLORD TRADING PRIVATE LIMITED,Active,100000,100000,Private
U72200KA2008PTC046685,OMICS TECHNOLOGIES PRIVATE LIMITED,Strike Off,100000.00,100000.00,Private
U63000KA2022OPC165537,SHIPEX MOVING (OPC) PRIVATE LIMITED,Active,100000.00,100000.00,One Person Company
U74999MH2019PTC324739,CARPEDIEM EVENTS PRIVATE LIMITED,Active,30000.00,20000.00,Private
U72900KA2023PTC170211,CREATORMONET TECHNOLOGIES PRIVATE LIMITED,Active,100000.00,12039.00,Private
U51102TN2003PTC051865,VICTORY PETRO CHEM PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U29219GJ2011PTC068270,NEA ENGINEERING & SERVICES PRIVATE LIMITED,Strike Off,500000.00,187000.00,Private
U73100MH2000PTC125679,ONCOCARE INDIA PRIVATE LIMITED,Converted to LLP,110000000.00,24270000.00,Private
U24236GJ1990PTC014592,ICON PHARMA AND SURGICALS PRIVATE LIMITED,Active,1000000.00,600000.00,Private
U51397MH2005PTC152219,SPEEDKING PHARMA PRIVATE LIMITED,Active,500000.00,500000.00,Private
U45200DL2013PTC253566,VERVE HABITAT PRIVATE LIMITED,Active,100000,100000,Private
U74999MH1989PTC053745,SUPERSONICS ASSOCIATED INDUSTRIES P LTD,Strike Off,200000.00,0.00,Private
U46497MH2023PTC400882,M2 PHARMACEUTICALS PRIVATE LIMITED,Active,300000.00,100000.00,Private
U74999TZ2021PTC037724,CKK ENERGY PRIVATE LIMITED,Active,500000.00,100000.00,Private
U74210KA1991PTC012209,CHIRAAG CREATIONS PRIVATE LIMITED,Strike Off,500000.00,2000.00,Private
U46209KA2024PTC192146,GREEN TREES AGROTECH PRIVATE LIMITED,Active,1000000.00,200000.00,Private
U61200MH2012FTC231371,BHARAT KOLKATA TERMINALS PRIVATE LIMITED,Strike Off,5000000.00,2600000.00,Private
U51909MH2021PTC359336,NK ELECTRICAL SALES AGENCIES PRIVATE LIMITED,Active,1500000.00,1500000.00,Private
U52599TN1992PLC022442,MANSFIELD BUSINESS MACHINES LIMITED,Strike Off,500000.00,0.00,Public
U72900KA2018PTC113421,EDI5 SOLUTIONS PRIVATE LIMITED,Active,1000000.00,1000000.00,Private
U02411KA1997PTC021899,SPECTRO DUCTILE IRON PRIVATE LIMITED,Active,10000000.00,10000000.00,Private
U70102MH2010PTC208916,SPAKSH REALTY PRIVATE LIMITED,Strike Off,1000000.00,100000.00,Private
U45500MH2019PTC325161,ENARC DESIGNERS PRIVATE LIMITED,Active,100000.00,100000.00,Private
U99999MH1981PTC024478,OM SYNTHETICS MILLS PVT LTD,Active,500000.00,0.00,Private
U27109DL1972PTC006188,DURABLE STEEL PVT LTD,Strike Off,100000,0,Private
U27310MH2012PTC227435,ORBIT AYAS PRIVATE LIMITED,Under CIRP,50000000.00,41769050.00,Private
U45202MH2008PTC179340,PUSHPANJALI REALTORS PRIVATE LIMITED,Active,500000.00,110000.00,Private
U65910GJ1992PLC018603,JUPITER FISCAL LIMITED,Under process of striking off,5000000.00,150000.00,Public
U72200KA2014PTC076032,BLUEBOT DIGITAL PRIVATE LIMITED,Active,300000.00,100000.00,Private
